id;project_id;worker_id;status;usd_amount;worker_position_label;created;created_date
26194294;3162354;7142118;acceptable;;bronze;2025-7-10, 06:16;10/07/2025
26194297;3161900;3421328;acceptable;420;bronze;2025-7-10, 06:18;10/07/2025
26194300;3162008;8549318;acceptable;2999;bronze;2025-7-10, 06:20;10/07/2025
26194307;3159989;10585473;acceptable;;iron;2025-7-10, 06:24;10/07/2025
26194313;3162434;8666161;acceptable;867,59;hero;2025-7-10, 06:26;10/07/2025
26194327;3162423;9041311;acceptable;1050;bronze;2025-7-10, 06:34;10/07/2025
26194330;3159676;7320210;acceptable;20;bronze;2025-7-10, 06:35;10/07/2025
26194329;3162434;1765074;acceptable;805,45;hero;2025-7-10, 06:35;10/07/2025
26194349;3161525;9041311;acceptable;240,08;bronze;2025-7-10, 06:46;10/07/2025
26194354;3161604;147957;acceptable;89,57;silver;2025-7-10, 06:48;10/07/2025
26194358;3162434;7817011;acceptable;286,8;bronze;2025-7-10, 06:51;10/07/2025
26194360;3161511;9041311;acceptable;;bronze;2025-7-10, 06:52;10/07/2025
26194364;3160423;132195;acceptable;80;iron;2025-7-10, 06:53;10/07/2025
26194365;3162321;132195;acceptable;80;iron;2025-7-10, 06:53;10/07/2025
26194368;3161510;9041311;acceptable;307,5;bronze;2025-7-10, 06:55;10/07/2025
26194370;3161971;7817011;acceptable;656,06;bronze;2025-7-10, 06:56;10/07/2025
26194376;3159698;3477120;acceptable;;bronze;2025-7-10, 06:59;10/07/2025
26194383;3162321;6052637;acceptable;1254,92;bronze;2025-7-10, 07:02;10/07/2025
26194384;3162434;8965749;acceptable;645;bronze;2025-7-10, 07:02;10/07/2025
26194385;3161538;9041311;acceptable;;bronze;2025-7-10, 07:03;10/07/2025
26194391;3159509;3477120;acceptable;;bronze;2025-7-10, 07:05;10/07/2025
26194401;3162418;5134502;acceptable;76;bronze;2025-7-10, 07:07;10/07/2025
26194400;3162453;8965749;acceptable;240;bronze;2025-7-10, 07:07;10/07/2025
26194409;3162457;8666161;acceptable;;hero;2025-7-10, 07:10;10/07/2025
26194427;3161551;9041311;acceptable;307,5;bronze;2025-7-10, 07:15;10/07/2025
26194426;3162434;9772555;acceptable;532,5;hero;2025-7-10, 07:15;10/07/2025
26194429;3162315;9003663;acceptable;76;bronze;2025-7-10, 07:16;10/07/2025
26194431;3162423;9772555;acceptable;411;hero;2025-7-10, 07:16;10/07/2025
26194445;3162282;8116420;acceptable;38,97;iron;2025-7-10, 07:20;10/07/2025
26194444;3162351;419380;acceptable;870;bronze;2025-7-10, 07:20;10/07/2025
26194458;3161583;9041311;acceptable;307,5;bronze;2025-7-10, 07:24;10/07/2025
26194457;3162321;9383658;acceptable;127,74;iron;2025-7-10, 07:24;10/07/2025
26194467;3162123;3047161;acceptable;;silver;2025-7-10, 07:27;10/07/2025
26194486;3162457;258307;acceptable;140;gold;2025-7-10, 07:33;10/07/2025
26194491;3162295;10440732;acceptable;3620;bronze;2025-7-10, 07:37;10/07/2025
26194510;3162123;2842906;acceptable;;hero;2025-7-10, 07:45;10/07/2025
26194523;3161604;9041311;acceptable;;bronze;2025-7-10, 07:49;10/07/2025
26194544;3162354;1240635;acceptable;;hero;2025-7-10, 07:55;10/07/2025
26194547;3161988;3159264;acceptable;;hero;2025-7-10, 07:57;10/07/2025
26194552;3162295;1240635;acceptable;;hero;2025-7-10, 07:57;10/07/2025
26194554;3162469;5112422;acceptable;180;hero;2025-7-10, 07:58;10/07/2025
26194556;3161543;1240635;acceptable;2860;hero;2025-7-10, 07:59;10/07/2025
26194558;3162333;9205571;acceptable;11,46;gold;2025-7-10, 08:00;10/07/2025
26194564;3161900;1240635;acceptable;2310;hero;2025-7-10, 08:02;10/07/2025
26194566;3162354;10022992;acceptable;420;iron;2025-7-10, 08:02;10/07/2025
26194571;3161844;1240635;acceptable;2860;hero;2025-7-10, 08:04;10/07/2025
26194575;3162317;7145603;acceptable;32;bronze;2025-7-10, 08:04;10/07/2025
26194578;3160744;9630656;acceptable;4,3;iron;2025-7-10, 08:05;10/07/2025
26194580;3162457;7926352;acceptable;;silver;2025-7-10, 08:05;10/07/2025
26194589;3162198;5871274;acceptable;437,26;gold;2025-7-10, 08:07;10/07/2025
26194594;3162266;9702960;acceptable;1495,5;iron;2025-7-10, 08:08;10/07/2025
26194598;3162423;9307655;acceptable;;silver;2025-7-10, 08:09;10/07/2025
26194605;3161551;5871274;acceptable;;gold;2025-7-10, 08:10;10/07/2025
26194603;3162190;9205571;acceptable;;gold;2025-7-10, 08:10;10/07/2025
26194608;3162266;126707;acceptable;1436,24;gold;2025-7-10, 08:11;10/07/2025
26194613;3162266;419380;acceptable;;bronze;2025-7-10, 08:11;10/07/2025
26194614;3162494;9545041;acceptable;78,77;hero;2025-7-10, 08:12;10/07/2025
26194623;3160405;10644098;acceptable;157,55;iron;2025-7-10, 08:13;10/07/2025
26194617;3162188;9205571;acceptable;48,7;gold;2025-7-10, 08:13;10/07/2025
26194628;3162007;10180775;acceptable;398,59;iron;2025-7-10, 08:15;10/07/2025
26194633;3160725;7773785;acceptable;;iron;2025-7-10, 08:16;10/07/2025
26194636;3161362;1848053;acceptable;80;iron;2025-7-10, 08:16;10/07/2025
26194634;3162266;10627360;acceptable;;iron;2025-7-10, 08:16;10/07/2025
26194639;3161034;7202284;acceptable;1903,51;bronze;2025-7-10, 08:17;10/07/2025
26194638;3162457;4408442;acceptable;;silver;2025-7-10, 08:17;10/07/2025
26194646;3160900;7202284;acceptable;453,38;bronze;2025-7-10, 08:18;10/07/2025
26194643;3160915;7202284;acceptable;1903,51;bronze;2025-7-10, 08:18;10/07/2025
26194655;3160744;9076042;acceptable;17,9;iron;2025-7-10, 08:20;10/07/2025
26194658;3162007;10285092;acceptable;157,55;bronze;2025-7-10, 08:21;10/07/2025
26194686;3161900;10022992;acceptable;418,2;iron;2025-7-10, 08:26;10/07/2025
26194682;3162494;180885;acceptable;;iron;2025-7-10, 08:26;10/07/2025
26194690;3161971;915287;acceptable;;bronze;2025-7-10, 08:27;10/07/2025
26194696;3161995;541859;acceptable;24;platinum;2025-7-10, 08:28;10/07/2025
26194698;3162274;3659442;acceptable;26,85;hero;2025-7-10, 08:28;10/07/2025
26194695;3162469;7124770;acceptable;199,6;bronze;2025-7-10, 08:28;10/07/2025
26194709;3162123;7019439;acceptable;35,81;iron;2025-7-10, 08:30;10/07/2025
26194714;3161291;5320475;acceptable;1565,14;hero;2025-7-10, 08:31;10/07/2025
26194716;3162274;3659442;acceptable;17,9;hero;2025-7-10, 08:31;10/07/2025
26194720;3162469;7828926;acceptable;285;hero;2025-7-10, 08:31;10/07/2025
26194748;3162494;3542012;acceptable;70,61;hero;2025-7-10, 08:35;10/07/2025
26194756;3162423;2160893;acceptable;200;bronze;2025-7-10, 08:36;10/07/2025
26194784;3161817;10285092;acceptable;;bronze;2025-7-10, 08:40;10/07/2025
26194790;3162266;5320475;acceptable;2370,77;hero;2025-7-10, 08:41;10/07/2025
26194792;3162494;10467603;acceptable;60,01;silver;2025-7-10, 08:41;10/07/2025
26194811;3161620;9041311;acceptable;;bronze;2025-7-10, 08:44;10/07/2025
26194812;3162457;8195231;acceptable;;gold;2025-7-10, 08:44;10/07/2025
26194818;3162333;4133020;acceptable;35,81;hero;2025-7-10, 08:46;10/07/2025
26194826;3162333;10108333;acceptable;28,65;iron;2025-7-10, 08:47;10/07/2025
26194825;3162457;3159264;acceptable;;hero;2025-7-10, 08:47;10/07/2025
26194829;3162520;10273795;acceptable;7,16;bronze;2025-7-10, 08:48;10/07/2025
26194834;3162457;1547422;acceptable;;bronze;2025-7-10, 08:49;10/07/2025
26194847;3159946;7766166;acceptable;9,74;iron;2025-7-10, 08:51;10/07/2025
26194846;3162040;3855513;acceptable;123,22;hero;2025-7-10, 08:51;10/07/2025
26194856;3162007;3855513;acceptable;123,18;hero;2025-7-10, 08:52;10/07/2025
26194859;3162274;9205571;acceptable;11,46;gold;2025-7-10, 08:52;10/07/2025
26194866;3160744;10644098;acceptable;21,49;iron;2025-7-10, 08:54;10/07/2025
26194872;3162069;9041311;acceptable;240;bronze;2025-7-10, 08:54;10/07/2025
26194873;3162457;5655633;acceptable;150,4;hero;2025-7-10, 08:54;10/07/2025
26194877;3162379;9146709;acceptable;128,95;gold;2025-7-10, 08:55;10/07/2025
26194878;3162434;8878218;acceptable;;silver;2025-7-10, 08:55;10/07/2025
26194881;3162483;4198204;acceptable;120;bronze;2025-7-10, 08:56;10/07/2025
26194903;3162284;8474576;acceptable;21,49;bronze;2025-7-10, 08:58;10/07/2025
26194900;3162418;9481113;acceptable;;iron;2025-7-10, 08:58;10/07/2025
26194901;3162494;9205571;acceptable;11,46;gold;2025-7-10, 08:58;10/07/2025
26194906;3162007;5297539;acceptable;107,46;platinum;2025-7-10, 08:59;10/07/2025
26194918;3162009;6622009;acceptable;125,37;hero;2025-7-10, 09:01;10/07/2025
26194916;3162040;6622009;acceptable;89,55;hero;2025-7-10, 09:01;10/07/2025
26194917;3162434;5655633;acceptable;600;hero;2025-7-10, 09:01;10/07/2025
26194922;3162007;6622009;acceptable;93,13;hero;2025-7-10, 09:02;10/07/2025
26194926;3162179;2910381;acceptable;84,54;hero;2025-7-10, 09:02;10/07/2025
26194923;3162379;5602459;acceptable;186,27;silver;2025-7-10, 09:02;10/07/2025
26194930;3162434;295665;acceptable;265,56;hero;2025-7-10, 09:02;10/07/2025
26194920;3162494;9900832;acceptable;40,12;gold;2025-7-10, 09:02;10/07/2025
26194928;3162520;10634510;acceptable;4,3;bronze;2025-7-10, 09:02;10/07/2025
26194936;3162434;3589379;acceptable;;bronze;2025-7-10, 09:03;10/07/2025
26194933;3162498;2632540;acceptable;35,82;bronze;2025-7-10, 09:03;10/07/2025
26194938;3162457;5134502;acceptable;;bronze;2025-7-10, 09:04;10/07/2025
26194943;3162100;1307845;acceptable;179,1;iron;2025-7-10, 09:05;10/07/2025
26194957;3162280;10392056;acceptable;14,33;bronze;2025-7-10, 09:07;10/07/2025
26194967;3161971;7320210;acceptable;;bronze;2025-7-10, 09:08;10/07/2025
26194963;3162483;231205;acceptable;152,79;platinum;2025-7-10, 09:08;10/07/2025
26194965;3162539;4571481;acceptable;131,82;bronze;2025-7-10, 09:08;10/07/2025
26194969;3162295;10022992;acceptable;1860,06;iron;2025-7-10, 09:09;10/07/2025
26194972;3162317;295665;acceptable;112,59;hero;2025-7-10, 09:09;10/07/2025
26194970;3162483;7124770;acceptable;79,84;bronze;2025-7-10, 09:09;10/07/2025
26194974;3162494;4601036;acceptable;;bronze;2025-7-10, 09:09;10/07/2025
26194975;3162494;2632540;acceptable;71,64;bronze;2025-7-10, 09:09;10/07/2025
26194976;3162520;7646280;acceptable;7,16;hero;2025-7-10, 09:09;10/07/2025
26194993;3160765;215855;acceptable;2670;gold;2025-7-10, 09:11;10/07/2025
26194992;3161801;9205571;acceptable;48,72;gold;2025-7-10, 09:11;10/07/2025
26194994;3162064;7320210;acceptable;200;bronze;2025-7-10, 09:11;10/07/2025
26195003;3162483;295665;acceptable;112,43;hero;2025-7-10, 09:12;10/07/2025
26194996;3162539;2274984;acceptable;57,31;bronze;2025-7-10, 09:12;10/07/2025
26195012;3162009;10267409;acceptable;;iron;2025-7-10, 09:13;10/07/2025
26195006;3162190;4601036;acceptable;40,12;bronze;2025-7-10, 09:13;10/07/2025
26195005;3162483;702886;acceptable;510;bronze;2025-7-10, 09:13;10/07/2025
26195021;3162179;10437159;acceptable;80,24;iron;2025-7-10, 09:14;10/07/2025
26195027;3162418;34247;acceptable;120;hero;2025-7-10, 09:14;10/07/2025
26195024;3162520;2274984;acceptable;14,33;bronze;2025-7-10, 09:14;10/07/2025
26195034;3161794;10267409;acceptable;170,08;iron;2025-7-10, 09:15;10/07/2025
26195031;3162064;4601036;acceptable;;bronze;2025-7-10, 09:15;10/07/2025
26195039;3162064;3306085;acceptable;;hero;2025-7-10, 09:15;10/07/2025
26195040;3162321;8657894;acceptable;164,77;bronze;2025-7-10, 09:15;10/07/2025
26195032;3162539;9545041;acceptable;126,09;hero;2025-7-10, 09:15;10/07/2025
26195049;3161536;10267409;acceptable;127,52;iron;2025-7-10, 09:16;10/07/2025
26195046;3162030;1159649;acceptable;20,82;bronze;2025-7-10, 09:16;10/07/2025
26195055;3161824;295665;acceptable;;hero;2025-7-10, 09:17;10/07/2025
26195072;3162160;9630656;acceptable;24,36;iron;2025-7-10, 09:19;10/07/2025
26195078;3162284;10392056;acceptable;14,33;bronze;2025-7-10, 09:19;10/07/2025
26195080;3162040;3306085;acceptable;114,63;hero;2025-7-10, 09:20;10/07/2025
26195098;3162539;9205571;acceptable;;gold;2025-7-10, 09:21;10/07/2025
26195102;3162124;1302379;acceptable;214,92;bronze;2025-7-10, 09:22;10/07/2025
26195101;3162266;2161288;acceptable;;bronze;2025-7-10, 09:22;10/07/2025
26195099;3162494;2274984;acceptable;;bronze;2025-7-10, 09:22;10/07/2025
26195103;3162498;7284656;acceptable;31,52;hero;2025-7-10, 09:22;10/07/2025
26195118;3161689;9205571;acceptable;11,46;gold;2025-7-10, 09:24;10/07/2025
26195133;3161071;10274762;acceptable;;iron;2025-7-10, 09:25;10/07/2025
26195126;3161679;9205571;acceptable;24,36;gold;2025-7-10, 09:25;10/07/2025
26195127;3162350;7320210;acceptable;28;bronze;2025-7-10, 09:25;10/07/2025
26195128;3162350;1302379;acceptable;453,58;bronze;2025-7-10, 09:25;10/07/2025
26195136;3160157;50291;acceptable;57,31;hero;2025-7-10, 09:26;10/07/2025
26195137;3161622;9205571;acceptable;11,46;gold;2025-7-10, 09:26;10/07/2025
26195134;3162284;7629635;acceptable;34,1;bronze;2025-7-10, 09:26;10/07/2025
26195151;3161486;1302379;acceptable;534,17;bronze;2025-7-10, 09:27;10/07/2025
26195143;3161583;1302379;acceptable;453,58;bronze;2025-7-10, 09:27;10/07/2025
26195149;3162552;9003663;acceptable;48;bronze;2025-7-10, 09:27;10/07/2025
26195161;3161510;1302379;acceptable;534,17;bronze;2025-7-10, 09:28;10/07/2025
26195154;3162274;7284656;acceptable;;hero;2025-7-10, 09:28;10/07/2025
26195167;3161844;3422023;acceptable;120;bronze;2025-7-10, 09:29;10/07/2025
26195165;3162248;9307655;acceptable;200;silver;2025-7-10, 09:29;10/07/2025
26195168;3162317;1835571;acceptable;;bronze;2025-7-10, 09:29;10/07/2025
26195184;3162295;3422023;acceptable;1590;bronze;2025-7-10, 09:30;10/07/2025
26195201;3162295;4900492;acceptable;2670;platinum;2025-7-10, 09:31;10/07/2025
26195198;3162321;10401104;acceptable;;iron;2025-7-10, 09:31;10/07/2025
26195192;3162423;231205;acceptable;;platinum;2025-7-10, 09:31;10/07/2025
26195191;3162552;10392056;acceptable;17,77;bronze;2025-7-10, 09:31;10/07/2025
26195203;3162483;9772555;acceptable;160;hero;2025-7-10, 09:32;10/07/2025
26195227;3162007;660976;acceptable;57,31;bronze;2025-7-10, 09:33;10/07/2025
26195222;3162179;7284656;acceptable;57,31;hero;2025-7-10, 09:33;10/07/2025
26195217;3162295;7320210;acceptable;;bronze;2025-7-10, 09:33;10/07/2025
26195231;3161707;660976;acceptable;;bronze;2025-7-10, 09:34;10/07/2025
26195245;3161425;660976;acceptable;120,36;bronze;2025-7-10, 09:35;10/07/2025
26195243;3162418;231205;acceptable;64;platinum;2025-7-10, 09:35;10/07/2025
26195260;3160725;9076042;acceptable;28,66;iron;2025-7-10, 09:36;10/07/2025
26195256;3162520;10146397;acceptable;7,16;bronze;2025-7-10, 09:36;10/07/2025
26195272;3162434;1819830;acceptable;317,84;bronze;2025-7-10, 09:37;10/07/2025
26195273;3162557;4198204;acceptable;201,6;bronze;2025-7-10, 09:37;10/07/2025
26195274;3161538;1302379;acceptable;534,17;bronze;2025-7-10, 09:38;10/07/2025
26195278;3162520;2405065;acceptable;14,33;silver;2025-7-10, 09:38;10/07/2025
26195276;3162552;5288172;acceptable;20;bronze;2025-7-10, 09:38;10/07/2025
26195287;3162100;2541027;acceptable;453,58;iron;2025-7-10, 09:39;10/07/2025
26195288;3162317;231205;acceptable;152;platinum;2025-7-10, 09:39;10/07/2025
26195300;3161346;2910381;acceptable;84,54;hero;2025-7-10, 09:41;10/07/2025
26195299;3161774;1302379;acceptable;534,17;bronze;2025-7-10, 09:41;10/07/2025
26195313;3161389;1302379;acceptable;534,17;bronze;2025-7-10, 09:42;10/07/2025
26195309;3162539;2632540;acceptable;125,37;bronze;2025-7-10, 09:42;10/07/2025
26195332;3160034;416509;acceptable;71,64;bronze;2025-7-10, 09:45;10/07/2025
26195330;3162340;10022992;acceptable;465;iron;2025-7-10, 09:45;10/07/2025
26195328;3162562;6168769;acceptable;1794,37;hero;2025-7-10, 09:45;10/07/2025
26195340;3162520;3534319;acceptable;8,59;bronze;2025-7-10, 09:46;10/07/2025
26195345;3162557;324717;acceptable;125,46;iron;2025-7-10, 09:47;10/07/2025
26195344;3162573;7646280;acceptable;7,16;hero;2025-7-10, 09:47;10/07/2025
26195350;3162483;9307655;acceptable;200;silver;2025-7-10, 09:48;10/07/2025
26195364;3160816;10355261;acceptable;38,4;iron;2025-7-10, 09:50;10/07/2025
26195365;3160282;416509;acceptable;251,82;bronze;2025-7-10, 09:51;10/07/2025
26195374;3162317;4100145;acceptable;96;silver;2025-7-10, 09:51;10/07/2025
26195386;3161060;5769519;acceptable;508,2;silver;2025-7-10, 09:52;10/07/2025
26195381;3162418;2365;acceptable;2000;bronze;2025-7-10, 09:52;10/07/2025
26195378;3162577;4571481;acceptable;324,5;bronze;2025-7-10, 09:52;10/07/2025
26195391;3162146;416509;acceptable;50,06;bronze;2025-7-10, 09:53;10/07/2025
26195392;3162483;324717;acceptable;75,27;iron;2025-7-10, 09:53;10/07/2025
26195398;3161971;231205;acceptable;558,6;platinum;2025-7-10, 09:54;10/07/2025
26195400;3162248;231205;acceptable;140;platinum;2025-7-10, 09:54;10/07/2025
26195412;3162029;231205;acceptable;80;platinum;2025-7-10, 09:55;10/07/2025
26195429;3161658;9041311;acceptable;240;bronze;2025-7-10, 09:57;10/07/2025
26195435;3161778;1835571;acceptable;51,09;bronze;2025-7-10, 09:57;10/07/2025
26195436;3162340;3421328;acceptable;420;bronze;2025-7-10, 09:58;10/07/2025
26195442;3162494;1262616;acceptable;71,52;hero;2025-7-10, 09:59;10/07/2025
26195459;3161887;231205;acceptable;127,2;platinum;2025-7-10, 10:00;10/07/2025
26195458;3162577;9869012;acceptable;859,04;iron;2025-7-10, 10:00;10/07/2025
26195467;3162248;5769519;acceptable;200;silver;2025-7-10, 10:01;10/07/2025
26195474;3162434;2365;acceptable;870;bronze;2025-7-10, 10:01;10/07/2025
26195473;3162457;9307655;acceptable;184;silver;2025-7-10, 10:01;10/07/2025
26195470;3162557;1356233;acceptable;200;hero;2025-7-10, 10:01;10/07/2025
26195477;3161778;5769519;acceptable;40;silver;2025-7-10, 10:02;10/07/2025
26195479;3162007;8019461;acceptable;178,79;platinum;2025-7-10, 10:02;10/07/2025
26195489;3162315;5370147;acceptable;44,01;bronze;2025-7-10, 10:02;10/07/2025
26195487;3162577;1302379;acceptable;452,74;bronze;2025-7-10, 10:02;10/07/2025
26195498;3162456;6168769;acceptable;143,28;hero;2025-7-10, 10:03;10/07/2025
26195495;3162494;10516587;acceptable;121,58;iron;2025-7-10, 10:03;10/07/2025
26195500;3162600;9794773;acceptable;21,46;bronze;2025-7-10, 10:03;10/07/2025
26195513;3162266;1302379;acceptable;613,65;bronze;2025-7-10, 10:04;10/07/2025
26195504;3162379;1302379;acceptable;533,19;bronze;2025-7-10, 10:04;10/07/2025
26195518;3162106;231205;acceptable;150,4;platinum;2025-7-10, 10:05;10/07/2025
26195519;3162346;1704399;acceptable;777,03;gold;2025-7-10, 10:05;10/07/2025
26195524;3162069;231205;acceptable;120;platinum;2025-7-10, 10:06;10/07/2025
26195542;3162460;8965749;acceptable;240;bronze;2025-7-10, 10:07;10/07/2025
26195550;3161794;1302379;acceptable;533,19;bronze;2025-7-10, 10:08;10/07/2025
26195543;3162434;8507035;acceptable;384;bronze;2025-7-10, 10:08;10/07/2025
26195562;3162483;9685922;acceptable;80;iron;2025-7-10, 10:09;10/07/2025
26195571;3161443;231205;acceptable;88;platinum;2025-7-10, 10:10;10/07/2025
26195564;3161536;1302379;acceptable;533,19;bronze;2025-7-10, 10:10;10/07/2025
26195572;3162064;4610132;acceptable;48,63;bronze;2025-7-10, 10:10;10/07/2025
