id;project_id;name;segment;created
8367177;3156474;evalbidsNewRelevanceOrder;default;2025-7-4, 07:19
8367197;3156482;evalbidsNewRelevanceOrder;default;2025-7-4, 07:42
8367240;3156497;evalbidsNewRelevanceOrder;default;2025-7-4, 08:07
8367340;3156531;evalbidsNewRelevanceOrder;default;2025-7-4, 09:04
8367342;3156532;evalbidsNewRelevanceOrder;default;2025-7-4, 09:04
8367344;3156533;evalbidsNewRelevanceOrder;default;2025-7-4, 09:07
8367409;3156552;evalbidsNewRelevanceOrder;default;2025-7-4, 09:30
8367413;3156553;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-4, 09:32
8367427;3156556;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-4, 09:39
8367439;3156560;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-4, 09:43
8367518;3156581;evalbidsNewRelevanceOrder;default;2025-7-4, 10:15
8367555;3156597;evalbidsNewRelevanceOrder;default;2025-7-4, 10:27
8367579;3156605;evalbidsNewRelevanceOrder;default;2025-7-4, 10:34
8367597;3156610;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-4, 10:42
8367612;3156614;evalbidsNewRelevanceOrder;default;2025-7-4, 10:45
8367700;3156644;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-4, 11:09
8367706;3156646;evalbidsNewRelevanceOrder;default;2025-7-4, 11:12
8367767;3156668;evalbidsNewRelevanceOrder;default;2025-7-4, 11:31
8367800;3156673;evalbidsNewRelevanceOrder;default;2025-7-4, 11:37
8367815;3156680;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-4, 11:42
8367818;3156681;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-4, 11:42
8367836;3156687;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-4, 11:47
8367867;3156694;evalbidsNewRelevanceOrder;default;2025-7-4, 11:53
8367875;3156701;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-4, 11:55
8367900;3156709;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-4, 12:02
8367974;3156733;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-4, 12:24
8367991;3156738;evalbidsNewRelevanceOrder;default;2025-7-4, 12:29
8368083;3156768;evalbidsNewRelevanceOrder;default;2025-7-4, 12:55
8368137;3156779;evalbidsNewRelevanceOrder;default;2025-7-4, 13:11
8368251;3156814;evalbidsNewRelevanceOrder;default;2025-7-4, 13:44
8368315;3156833;evalbidsNewRelevanceOrder;default;2025-7-4, 13:53
8368376;3156858;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-4, 14:04
8368430;3156878;evalbidsNewRelevanceOrder;default;2025-7-4, 14:17
8368594;3156939;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-4, 14:53
8368605;3156942;evalbidsNewRelevanceOrder;default;2025-7-4, 14:55
8368746;3156989;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-4, 15:32
8368886;3157031;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-4, 16:04
8368915;3157038;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-4, 16:13
8369004;3157060;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-4, 16:37
8369030;3157069;evalbidsNewRelevanceOrder;default;2025-7-4, 16:43
8369107;3157101;evalbidsNewRelevanceOrder;default;2025-7-4, 17:10
8369112;3157104;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-4, 17:11
8369188;3157129;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-4, 17:40
8369192;3157132;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-4, 17:42
8369380;3157177;evalbidsNewRelevanceOrder;default;2025-7-4, 18:39
8369405;3157187;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-4, 18:44
8369478;3157206;evalbidsNewRelevanceOrder;default;2025-7-4, 19:05
8369554;3157232;evalbidsNewRelevanceOrder;default;2025-7-4, 19:35
8369582;3157238;evalbidsNewRelevanceOrder;default;2025-7-4, 19:46
8369678;3157260;evalbidsNewRelevanceOrder;default;2025-7-4, 20:27
8369722;3157272;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-4, 20:41
8369725;3157273;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-4, 20:41
8369755;3157280;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-4, 20:52
8369776;3157283;evalbidsNewRelevanceOrder;default;2025-7-4, 20:59
8369834;3157293;evalbidsNewRelevanceOrder;default;2025-7-4, 21:24
8369841;3157295;evalbidsNewRelevanceOrder;default;2025-7-4, 21:26
8369961;3157321;evalbidsNewRelevanceOrder;default;2025-7-4, 22:27
8369986;3157328;evalbidsNewRelevanceOrder;default;2025-7-4, 22:33
8370036;3157340;evalbidsNewRelevanceOrder;default;2025-7-4, 22:57
8370040;3157342;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-4, 22:59
8370079;3157350;evalbidsNewRelevanceOrder;default;2025-7-4, 23:18
8370130;3157361;evalbidsNewRelevanceOrder;default;2025-7-4, 23:49
8370142;3157363;evalbidsNewRelevanceOrder;default;2025-7-4, 23:55
8370160;3157366;evalbidsNewRelevanceOrder;default;2025-7-5, 00:01
8370207;3157377;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-5, 00:30
8370253;3157390;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-5, 00:49
8370394;3157411;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-5, 02:36
8370460;3157424;evalbidsNewRelevanceOrder;default;2025-7-5, 03:59
8370515;3157431;evalbidsNewRelevanceOrder;default;2025-7-5, 05:08
8370615;3157452;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-5, 07:28
8370658;3157466;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-5, 08:19
8370666;3157468;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-5, 08:21
8370720;3157487;evalbidsNewRelevanceOrder;default;2025-7-5, 09:04
8370810;3157509;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-5, 09:59
8370831;3157513;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-5, 10:06
8370841;3157518;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-5, 10:10
8370891;3157528;evalbidsNewRelevanceOrder;default;2025-7-5, 10:32
8370933;3157542;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-5, 10:49
8371014;3157564;evalbidsNewRelevanceOrder;default;2025-7-5, 11:28
8371112;3157586;evalbidsNewRelevanceOrder;default;2025-7-5, 12:06
8371149;3157596;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-5, 12:24
8371192;3157604;evalbidsNewRelevanceOrder;default;2025-7-5, 12:37
8371213;3157608;evalbidsNewRelevanceOrder;default;2025-7-5, 12:51
8371223;3157610;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-5, 12:54
8371278;3157627;evalbidsNewRelevanceOrder;default;2025-7-5, 13:17
8371346;3157641;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-5, 13:48
8371348;3157642;evalbidsNewRelevanceOrder;default;2025-7-5, 13:49
8371359;3157644;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-5, 13:53
8371368;3157647;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-5, 13:59
8371466;3157672;evalbidsNewRelevanceOrder;default;2025-7-5, 14:30
8371476;3157674;evalbidsNewRelevanceOrder;default;2025-7-5, 14:32
8371518;3157685;evalbidsNewRelevanceOrder;default;2025-7-5, 14:46
8371570;3157704;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-5, 15:04
8371610;3157722;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-5, 15:18
8371620;3157724;evalbidsNewRelevanceOrder;default;2025-7-5, 15:24
8371675;3157737;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-5, 15:49
8371745;3157756;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-5, 16:15
8371906;3157804;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-5, 17:10
8372229;3157888;evalbidsNewRelevanceOrder;default;2025-7-5, 19:34
8372256;3157893;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-5, 19:45
8372270;3157901;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-5, 19:50
8372300;3157907;evalbidsNewRelevanceOrder;default;2025-7-5, 19:59
8372383;3157940;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-5, 20:28
8372428;3157952;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-5, 20:50
8372434;3157954;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-5, 20:52
8372438;3157955;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-5, 20:57
8372502;3157972;evalbidsNewRelevanceOrder;default;2025-7-5, 21:22
8372507;3157974;evalbidsNewRelevanceOrder;default;2025-7-5, 21:24
8372530;3157981;evalbidsNewRelevanceOrder;default;2025-7-5, 21:38
8372745;3158027;evalbidsNewRelevanceOrder;default;2025-7-6, 00:08
8372782;3158037;evalbidsNewRelevanceOrder;default;2025-7-6, 00:31
8372827;3158043;evalbidsNewRelevanceOrder;default;2025-7-6, 01:12
8372843;3158048;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-6, 01:22
8372999;3158075;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-6, 04:12
8373090;3158091;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-6, 06:16
8373167;3158114;evalbidsNewRelevanceOrder;default;2025-7-6, 07:26
8373175;3158116;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-6, 07:30
8373297;3158144;evalbidsNewRelevanceOrder;default;2025-7-6, 09:19
8373303;3158145;evalbidsNewRelevanceOrder;default;2025-7-6, 09:21
8373316;3158148;evalbidsNewRelevanceOrder;default;2025-7-6, 09:31
8373490;3158191;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-6, 11:18
8373492;3158192;evalbidsNewRelevanceOrder;default;2025-7-6, 11:20
8373499;3158196;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-6, 11:25
8373531;3158208;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-6, 11:43
8373574;3158217;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-6, 12:06
8373648;3158236;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-6, 12:48
8373665;3158239;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-6, 12:54
8373697;3158251;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-6, 13:09
8373698;3158252;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-6, 13:10
8373705;3158253;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-6, 13:11
8374126;3158342;evalbidsNewRelevanceOrder;default;2025-7-6, 15:59
8374251;3158372;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-6, 16:50
8374291;3158381;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-6, 17:00
8374298;3158382;evalbidsNewRelevanceOrder;default;2025-7-6, 17:01
8374310;3158384;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-6, 17:05
8374313;3158385;evalbidsNewRelevanceOrder;default;2025-7-6, 17:06
8374362;3158403;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-6, 17:24
8374400;3158414;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-6, 17:36
8374494;3158436;evalbidsNewRelevanceOrder;default;2025-7-6, 18:13
8374507;3158440;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-6, 18:20
8374590;3158451;evalbidsNewRelevanceOrder;default;2025-7-6, 18:58
8374623;3158460;evalbidsNewRelevanceOrder;default;2025-7-6, 19:06
8374635;3158461;evalbidsNewRelevanceOrder;default;2025-7-6, 19:11
8374775;3158493;evalbidsNewRelevanceOrder;default;2025-7-6, 19:55
8374794;3158497;evalbidsNewRelevanceOrder;default;2025-7-6, 20:01
8374801;3158499;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-6, 20:04
8374811;3158500;evalbidsNewRelevanceOrder;default;2025-7-6, 20:06
8374867;3158519;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-6, 20:27
8374907;3158531;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-6, 20:39
8374986;3158545;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-6, 21:05
8375023;3158551;evalbidsNewRelevanceOrder;default;2025-7-6, 21:18
8375045;3158556;evalbidsNewRelevanceOrder;default;2025-7-6, 21:27
8375057;3158560;evalbidsNewRelevanceOrder;default;2025-7-6, 21:29
8375118;3158575;evalbidsNewRelevanceOrder;default;2025-7-6, 21:45
8375136;3158580;evalbidsNewRelevanceOrder;default;2025-7-6, 21:53
8375295;3158614;evalbidsNewRelevanceOrder;default;2025-7-6, 22:59
8375439;3158638;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-6, 23:57
8375452;3158640;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 00:00
8375467;3158645;evalbidsNewRelevanceOrder;default;2025-7-7, 00:06
8375543;3158660;evalbidsNewRelevanceOrder;default;2025-7-7, 00:39
8375559;3158664;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 00:46
8375570;3158669;evalbidsNewRelevanceOrder;default;2025-7-7, 00:51
8375641;3158692;evalbidsNewRelevanceOrder;default;2025-7-7, 01:55
8375756;3158721;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 03:44
8375798;3158733;evalbidsNewRelevanceOrder;default;2025-7-7, 04:32
8375891;3158760;evalbidsNewRelevanceOrder;default;2025-7-7, 05:50
8375948;3158779;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 06:49
8376158;3158835;evalbidsNewRelevanceOrder;default;2025-7-7, 08:45
8376213;3158851;evalbidsNewRelevanceOrder;default;2025-7-7, 09:02
8376273;3158871;evalbidsNewRelevanceOrder;default;2025-7-7, 09:23
8376378;3158897;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 09:49
8376468;3158925;evalbidsNewRelevanceOrder;default;2025-7-7, 10:12
8376523;3158939;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 10:23
8376563;3158952;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 10:32
8376622;3158961;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 10:44
8376634;3158966;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 10:46
8376639;3158968;evalbidsNewRelevanceOrder;default;2025-7-7, 10:47
8376660;3158973;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 10:52
8376687;3158982;evalbidsNewRelevanceOrder;default;2025-7-7, 10:58
8376720;3158988;evalbidsNewRelevanceOrder;default;2025-7-7, 11:04
8376749;3158998;evalbidsNewRelevanceOrder;default;2025-7-7, 11:10
8376751;3158999;evalbidsNewRelevanceOrder;default;2025-7-7, 11:11
8376759;3159000;evalbidsNewRelevanceOrder;default;2025-7-7, 11:11
8376775;3159003;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 11:15
8376815;3159014;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 11:24
8376821;3159016;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 11:25
8376836;3159018;evalbidsNewRelevanceOrder;default;2025-7-7, 11:27
8376849;3159021;evalbidsNewRelevanceOrder;default;2025-7-7, 11:31
8376851;3159022;evalbidsNewRelevanceOrder;default;2025-7-7, 11:32
8376862;3159025;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 11:33
8376895;3159031;evalbidsNewRelevanceOrder;default;2025-7-7, 11:41
8376904;3159034;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 11:42
8376967;3159049;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 11:54
8377076;3159069;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 12:21
8377083;3159071;evalbidsNewRelevanceOrder;default;2025-7-7, 12:23
8377116;3159084;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 12:31
8377187;3159103;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 12:43
8377230;3159116;evalbidsNewRelevanceOrder;default;2025-7-7, 12:48
8377258;3159123;evalbidsNewRelevanceOrder;default;2025-7-7, 12:51
8377262;3159124;evalbidsNewRelevanceOrder;default;2025-7-7, 12:52
8377267;3159126;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 12:53
8377271;3159128;evalbidsNewRelevanceOrder;default;2025-7-7, 12:53
8377299;3159134;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 12:59
8377301;3159135;evalbidsNewRelevanceOrder;default;2025-7-7, 12:59
8377313;3159138;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 13:01
8377356;3159148;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 13:09
8377435;3159166;evalbidsNewRelevanceOrder;default;2025-7-7, 13:24
8377449;3159169;evalbidsNewRelevanceOrder;default;2025-7-7, 13:26
8377454;3159171;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 13:27
8377463;3159173;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 13:28
8377470;3159175;evalbidsNewRelevanceOrder;default;2025-7-7, 13:30
8377472;3159176;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 13:30
8377483;3159182;evalbidsNewRelevanceOrder;default;2025-7-7, 13:31
8377512;3159187;evalbidsNewRelevanceOrder;default;2025-7-7, 13:36
8377549;3159193;evalbidsNewRelevanceOrder;default;2025-7-7, 13:43
8377584;3159202;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 13:48
8377601;3159206;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 13:51
8377604;3159207;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 13:51
8377611;3159208;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 13:52
8377634;3159213;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 13:57
8377648;3159218;evalbidsNewRelevanceOrder;default;2025-7-7, 13:58
8377687;3159228;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 14:05
8377733;3159236;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 14:13
8377735;3159237;evalbidsNewRelevanceOrder;default;2025-7-7, 14:13
8377754;3159240;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 14:16
8377762;3159242;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 14:17
8377772;3159245;evalbidsNewRelevanceOrder;default;2025-7-7, 14:19
8377776;3159246;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 14:20
8377779;3159247;evalbidsNewRelevanceOrder;default;2025-7-7, 14:20
8377822;3159260;evalbidsNewRelevanceOrder;default;2025-7-7, 14:27
8377877;3159272;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 14:38
8377878;3159273;evalbidsNewRelevanceOrder;default;2025-7-7, 14:38
8377912;3159285;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 14:43
8377920;3159287;evalbidsNewRelevanceOrder;default;2025-7-7, 14:44
8377947;3159293;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 14:47
8377964;3159302;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 14:49
8378024;3159316;evalbidsNewRelevanceOrder;default;2025-7-7, 15:01
8378078;3159326;evalbidsNewRelevanceOrder;default;2025-7-7, 15:13
8378128;3159337;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 15:22
8378131;3159338;evalbidsNewRelevanceOrder;default;2025-7-7, 15:22
8378170;3159351;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 15:29
8378187;3159355;evalbidsNewRelevanceOrder;default;2025-7-7, 15:30
8378200;3159360;evalbidsNewRelevanceOrder;default;2025-7-7, 15:32
8378219;3159365;evalbidsNewRelevanceOrder;evalbidsNewOrder;2025-7-7, 15:35
8378220;3159366;evalbidsNewRelevanceOrder;default;2025-7-7, 15:35
